,Open Bid_x,Open Bid_y,Long Swap USDPLN,Short Swap USDPLN,open_1
2008-04-26,2.6,5.93,-2.7391975308641977e-05,2.4324324324324324e-05,5.08885
2008-04-27,2.75,5.85,-2.518518518518519e-05,2.22943722943723e-05,5.08885
2008-04-28,2.65,5.97,-2.625570776255708e-05,2.325925925925926e-05,5.10654
2008-04-29,2.5,6.16,-2.904761904761905e-05,2.4399399399399395e-05,5.08749
2008-04-30,2.5,5.77,-8.952380952380952e-05,7.545045045045045e-05,5.14262
2008-05-01,2.5,6.01,-2.8650793650793656e-05,2.4447471995155926e-05,5.07487
2008-05-02,2.4,5.98,-3.047385620915033e-05,2.714285714285714e-05,5.15414
2008-05-03,2.35,5.95,-3.1674958540630186e-05,2.7460317460317465e-05,5.15414
2008-05-04,2.4,5.95,-3.0800653594771244e-05,2.7460317460317465e-05,5.15414
2008-05-05,2.35,5.82,-3.043117744610281e-05,2.55868544600939e-05,5.10413
2008-05-06,2.6,5.96,-2.677469135802469e-05,2.296296296296296e-05,5.05935
2008-05-07,2.5,5.9,-8.952380952380952e-05,8.215962441314555e-05,5.06829
2008-05-08,2.5,6.0,-2.8571428571428567e-05,2.488584474885845e-05,5.14027
2008-05-09,2.3,5.89,-3.291245791245792e-05,2.8582930756843795e-05,5.11362
2008-05-10,2.3,6.0,-3.198653198653198e-05,2.777777777777778e-05,5.11362
2008-05-12,2.4,5.8,-2.875816993464052e-05,2.5476190476190472e-05,5.09709
2008-05-13,2.2,5.86,-3.185763888888889e-05,2.663398692810458e-05,5.05341
2008-05-14,2.35,5.84,-8.656716417910449e-05,7.42857142857143e-05,5.06755
2008-05-15,2.4,5.85,-2.794117647058824e-05,2.4682539682539684e-05,5.08064
2008-05-16,2.25,5.89,-3.205128205128205e-05,2.6892109500805148e-05,5.07995
2008-05-17,2.35,5.93,-3.018242122719735e-05,2.681159420289855e-05,5.07995
2008-05-18,2.38,5.9,-2.9667981591058523e-05,2.6340996168582372e-05,5.07995
2008-05-19,2.2,5.92,-3.2899305555555546e-05,2.761437908496732e-05,5.02352
2008-05-20,2.17,5.98,-3.399929898352611e-05,2.8684470820969328e-05,5.0269
2008-05-21,2.13,5.73,-0.000108626198083,9.184184184184189e-05,5.0159
2008-05-22,2.2,5.69,-3.37673611111111e-05,3.0134680134680136e-05,4.97672
2008-05-23,2.3,5.62,-3.156565656565656e-05,2.818627450980392e-05,5.00215
2008-05-24,2.3,5.7,-3.1902356902356905e-05,2.8431372549019604e-05,5.00215
2008-05-25,2.25,5.7,-3.282051282051282e-05,2.893175074183976e-05,5.00215
2008-05-26,2.28,5.64,-3.2181571815718164e-05,2.7858762552640105e-05,5.00035
2008-05-27,2.3,5.62,-3.13973063973064e-05,2.713365539452496e-05,5.00625
2008-05-28,2.33,5.77,-9.184184184184189e-05,7.926245210727967e-05,5.01185
2008-05-29,2.4,5.6,-2.875816993464052e-05,2.5476190476190472e-05,5.03619
2008-05-30,2.3,5.52,-3.08922558922559e-05,2.665056360708534e-05,5.08415
2008-05-31,2.43,5.9,-2.9073534175574987e-05,2.5889203651243315e-05,5.08415
2008-06-01,2.4,5.9,-3.0147058823529416e-05,2.651515151515152e-05,5.08415
2008-06-02,2.41,5.55,-3.03030303030303e-05,2.777777777777778e-05,5.1062
2008-06-03,2.4,5.86,-3.03921568627451e-05,2.7063492063492062e-05,5.1207
2008-06-04,2.4,5.7,-9.142156862745098e-05,8.381642512077292e-05,5.15405
2008-06-05,2.3,5.68,-3.181818181818182e-05,2.918739635157546e-05,5.1752
2008-06-06,2.3,5.76,-3.173400673400673e-05,2.745571658615137e-05,5.10336
2008-06-07,2.36,5.7,-3.116732804232805e-05,2.777777777777778e-05,5.10336
2008-06-08,2.3,5.7,-3.223905723905724e-05,2.8427550357374925e-05,5.10336
2008-06-09,2.34,5.61,-3.143712574850299e-05,2.802002583979329e-05,5.01869
2008-06-10,2.25,5.48,-3.256410256410256e-05,2.902155887230514e-05,5.09783
2008-06-11,2.2,5.56,-0.0001015624999999,8.805970149253731e-05,5.1714
2008-06-12,2.25,5.41,-3.247863247863247e-05,2.893864013266997e-05,5.17119
2008-06-13,2.18,5.56,-3.354297693920335e-05,2.9029029029029027e-05,5.18181
2008-06-14,2.35,5.68,-3.043117744610281e-05,2.713365539452496e-05,5.18181
2008-06-15,2.18,5.68,-3.354297693920335e-05,2.962962962962964e-05,5.18181
2008-06-16,2.25,5.4,-3.179487179487179e-05,2.819237147595356e-05,5.22366
2008-06-17,2.25,5.62,-3.205128205128205e-05,2.777777777777778e-05,5.16772
2008-06-18,2.15,5.47,-0.0001023809523809,8.863636363636362e-05,5.1913
2008-06-19,2.2,5.64,-3.298611111111111e-05,2.8524046434494196e-05,5.1524
2008-06-20,2.7,5.47,-2.492492492492492e-05,2.1428571428571425e-05,5.1813
2008-06-21,2.65,5.7,-2.671232876712329e-05,2.3703703703703703e-05,5.1813
2008-06-22,2.8,5.7,-2.456140350877193e-05,2.147108843537415e-05,5.1813
2008-06-23,2.75,5.5,-2.4888888888888896e-05,2.074542897327707e-05,5.14385
2008-06-24,2.8,6.26,-2.4488304093567256e-05,2.1026722925457105e-05,5.14445
2008-06-25,2.7,6.07,-8.063063063063062e-05,6.96969696969697e-05,5.11224
2008-06-26,2.75,6.13,-2.518518518518519e-05,2.1723646723646727e-05,5.06465
2008-06-27,2.5,5.85,-2.785714285714285e-05,2.327327327327327e-05,5.05675
2008-06-28,2.43,5.85,-3.0936183997408486e-05,2.7620396600566576e-05,5.05675
2008-06-29,2.3,6.05,-3.324915824915826e-05,2.9402209226770628e-05,5.05675
2008-06-30,2.35,5.79,-3.175787728026533e-05,2.777777777777778e-05,5.05845
2008-07-01,2.35,5.89,-3.283582089552238e-05,2.8571428571428567e-05,5.0844
2008-07-02,2.5,5.91,-8.64285714285714e-05,7.465753424657535e-05,5.06665
2008-07-03,2.35,6.11,-3.134328358208955e-05,2.714285714285714e-05,5.05589
2008-07-04,2.33,5.85,-3.1698365031698364e-05,2.7458492975734355e-05,5.08489
2008-07-05,2.47,5.98,-2.865834133845661e-05,2.5443510737628385e-05,5.08489
2008-07-06,2.42,5.98,-2.9483430799220277e-05,2.589453860640301e-05,5.08489
2008-07-07,2.45,5.68,-2.8985507246376803e-05,2.5e-05,5.09395
2008-07-08,2.38,5.72,-3.0489809335963183e-05,2.713920817369093e-05,5.08217
2008-07-09,2.38,5.72,-8.925049309664693e-05,7.926245210727967e-05,5.1355
2008-07-10,2.35,5.57,-3.1840796019900494e-05,2.8502415458937197e-05,5.11529
2008-07-11,2.41,5.74,-2.9651352231997392e-05,2.635327635327636e-05,5.09605
2008-07-12,2.41,5.82,-3.111762789182144e-05,2.777777777777778e-05,5.09605
2008-07-13,2.37,5.82,-3.181668315199473e-05,2.8096147723654872e-05,5.09605
2008-07-14,2.33,5.83,-3.253253253253253e-05,2.9073534175574987e-05,5.0656
2008-07-15,2.4,5.69,-3.129084967320261e-05,2.793650793650794e-05,5.04753
2008-07-16,2.39,5.74,-9.56243854473943e-05,8.548233046800384e-05,5.05297
2008-07-17,2.4,5.72,-3.1535947712418296e-05,2.8985507246376803e-05,5.08586
2008-07-18,2.39,5.76,-3.179285480170435e-05,2.8414517669531996e-05,5.08171
2008-07-19,2.35,5.78,-3.109452736318408e-05,2.6984126984126987e-05,5.08171
2008-07-20,2.35,5.74,-3.250414593698175e-05,2.90660225442834e-05,5.08171
2008-07-21,2.3,5.74,-3.324915824915826e-05,2.973856209150327e-05,5.0786
2008-07-22,2.3,5.76,-3.215488215488216e-05,2.875816993464052e-05,5.05495
2008-07-23,2.3,5.73,-9.621212121212124e-05,8.333333333333334e-05,5.0977
2008-07-24,2.35,5.69,-3.059701492537313e-05,2.642857142857143e-05,5.15177
2008-07-25,2.35,5.63,-3.175787728026533e-05,2.8341384863123987e-05,5.16475
2008-07-26,2.4,5.64,-2.883986928104575e-05,2.5555555555555557e-05,5.16475
2008-07-27,2.33,5.8,-3.003003003003003e-05,2.6328502415458936e-05,5.16475
2008-07-28,2.3,5.65,-3.08922558922559e-05,2.7450980392156865e-05,5.14509
2008-07-29,2.45,5.59,-2.9629629629629623e-05,2.6369327073552427e-05,5.12923
2008-07-30,2.45,5.41,-8.816425120772945e-05,7.61574074074074e-05,5.17818
2008-07-31,2.4,5.59,-3.129084967320261e-05,2.793650793650794e-05,5.1453
2008-08-01,2.3,5.65,-3.2996632996632995e-05,2.86634460547504e-05,5.14255
2008-08-02,2.43,5.78,-3.085519922254615e-05,2.7541706011960973e-05,5.14255
2008-08-03,2.35,5.66,-3.2338308457711435e-05,2.890499194847021e-05,5.14255
2008-08-04,2.28,5.76,-3.277439024390245e-05,2.883057985098801e-05,5.1318
2008-08-05,2.4,5.85,-3.145424836601307e-05,2.80952380952381e-05,5.14165
2008-08-06,2.27,5.82,-9.964322120285422e-05,8.723196881091618e-05,5.1832
2008-08-07,2.27,5.76,-3.338430173292559e-05,2.899610136452241e-05,5.19855
2008-08-08,2.27,5.76,-3.363914373088686e-05,2.923976608187134e-05,5.25073
2008-08-09,2.39,5.82,-3.195673549655851e-05,2.857370264247055e-05,5.25073
2008-08-10,2.29,5.82,-3.3687943262411347e-05,2.981427174975562e-05,5.25073
2008-08-11,2.35,5.48,-3.258706467661692e-05,2.914653784219001e-05,5.37348
2008-08-12,2.35,5.75,-3.2089552238805965e-05,2.8582930756843795e-05,5.38814
2008-08-13,2.24,5.8,-0.0001054526748971,9.1937069813176e-05,5.35535
2008-08-14,2.24,5.79,-3.3864883401920435e-05,2.9498525073746308e-05,5.39085
2008-08-15,2.24,5.77,-3.48079561042524e-05,3.0317928548017045e-05,5.40753
2008-08-16,2.39,5.88,-3.220255653883972e-05,2.8812480101878383e-05,5.40753
2008-08-17,2.25,5.88,-3.478632478632479e-05,3.082756346851302e-05,5.40753
2008-08-18,2.35,5.69,-3.291873963515754e-05,2.946859903381643e-05,5.3912
2008-08-19,2.3,5.84,-3.383838383838384e-05,3.0310457516339876e-05,5.4126
2008-08-20,2.24,5.88,-0.0001057098765432,9.21828908554572e-05,5.38425
2008-08-21,2.45,5.84,-3.0193236714975845e-05,2.69170579029734e-05,5.386
2008-08-22,2.4,5.87,-3.145424836601307e-05,2.80952380952381e-05,5.33061
2008-08-23,2.31,5.98,-3.256126216851292e-05,2.8749595076125686e-05,5.33061
2008-08-24,2.38,5.98,-3.131163708086785e-05,2.7619047619047626e-05,5.33061
2008-08-25,2.18,5.79,-3.529000698812019e-05,2.991452991452991e-05,5.39151
2008-08-26,2.27,5.79,-3.338430173292559e-05,2.907732293697206e-05,5.38415
2008-08-27,2.27,5.7,-0.0001006625891946,8.771929824561402e-05,5.38427
2008-08-28,2.3,5.49,-3.291245791245792e-05,2.86634460547504e-05,5.341
2008-08-29,2.39,5.93,-3.1301212717141926e-05,2.6995305164319248e-05,5.36661
2008-08-30,2.26,5.95,-3.3827539195637364e-05,2.9996712689020387e-05,5.36661
2008-08-31,2.4,5.95,-3.112745098039216e-05,2.8582930756843795e-05,5.36661
2008-09-01,2.35,5.65,-3.200663349917082e-05,2.86634460547504e-05,5.42723
2008-09-02,2.28,5.93,-3.319783197831979e-05,2.8017241379310348e-05,5.4646
2008-09-03,2.25,5.9,-0.0001017948717948,8.848039215686272e-05,5.51372
2008-09-04,2.25,5.89,-3.367521367521368e-05,2.9248366013071903e-05,5.52638
2008-09-05,2.23,5.66,-3.439972480220159e-05,2.991452991452991e-05,5.58685
2008-09-06,2.2,5.65,-3.567708333333333e-05,3.022875816993465e-05,5.58685
2008-09-07,2.35,5.8,-3.283582089552238e-05,3.022875816993465e-05,5.58685
2008-09-08,2.25,5.67,-3.452991452991453e-05,3.006535947712419e-05,5.5458
2008-09-09,2.3,5.65,-3.2996632996632995e-05,3.0514096185737983e-05,5.68805
2008-09-10,2.25,5.66,-0.0001033333333333,9.52020202020202e-05,5.68982
2008-09-11,2.3,5.61,-3.341750841750842e-05,3.0762852404643446e-05,5.77866
2008-09-12,2.25,5.68,-3.444444444444445e-05,2.9983660130718955e-05,5.8103
2008-09-13,2.15,5.76,-3.606701940035274e-05,3.0514096185737983e-05,5.8103
2008-09-14,2.23,5.76,-3.448572411420709e-05,3.0514096185737983e-05,5.8103
2008-09-15,2.2,5.76,-3.4895833333333325e-05,3.0514096185737983e-05,5.64455
2008-09-16,2.8,5.75,-2.346491228070176e-05,1.9444444444444445e-05,5.79565
2008-09-17,4.47,6.02,-2.787934186471663e-05,2.101835405565424e-05,5.8437
2008-09-18,3.0,7.03,-2.270833333333333e-05,2.201388888888889e-05,5.8148
2008-09-19,2.25,6.24,-3.4871794871794875e-05,2.9983660130718955e-05,5.8249
2008-09-20,2.5,4.96,-2.92063492063492e-05,7.3232323232323234e-06,5.8249
2008-09-21,4.0,4.96,-1.2111111111111109e-05,4.291251384274645e-06,5.8249
2008-09-22,3.5,4.98,-1.635802469135803e-05,7.00700700700701e-06,5.65418
2008-09-23,3.0,6.05,-2.125e-05,1.705882352941177e-05,5.53479
2008-09-24,3.6,5.88,-4.4384057971014505e-05,1.8601190476190485e-05,5.58532
2008-09-25,4.0,6.05,-1.1944444444444448e-05,7.3232323232323234e-06,5.60698
2008-09-26,4.5,6.0,-8.383838383838382e-06,4.178145087235999e-06,5.6306
2008-09-27,2.25,5.9,-3.376068376068376e-05,2.941176470588236e-05,5.6306
2008-09-28,4.2,5.9,-1.0683760683760682e-05,8.909853249475895e-06,5.6306
2008-09-29,3.8,6.4,-1.394675925925926e-05,9.668803418803416e-06,5.69787
2008-09-30,4.5,6.02,-8.787878787878788e-06,2.307692307692307e-06,5.79826
2008-10-01,4.55,7.61,-2.702702702702703e-05,1.6806722689075624e-05,5.8553
2008-10-02,3.0,7.09,-2.3402777777777774e-05,5.4166666666666685e-06,5.89417
2008-10-03,4.0,7.7,-1.311111111111111e-05,5.370370370370371e-06,5.98116
2008-10-04,3.5,7.25,-1.728395061728395e-05,2.564102564102561e-06,5.98116
2008-10-05,4.4,6.15,-9.773662551440324e-06,4.448075526506895e-06,5.98116
2008-10-06,4.0,6.28,-1.2777777777777775e-05,8.080808080808077e-06,6.10373
2008-10-07,2.5,8.15,-3.055555555555556e-05,1.635802469135803e-05,6.21344
2008-10-08,5.0,9.5,-1.88888888888889e-05,-3.7777777777777777e-06,6.18819
2008-10-09,3.75,9.24,-1.5029239766081871e-05,6.920077972709549e-06,6.11019
2008-10-10,4.0,5.75,-1.4e-05,1.269841269841273e-06,6.22723
2008-10-11,5.75,7.69,-3.2921810699588462e-06,-1.433691756272402e-06,6.22723
2008-10-12,5.75,7.69,-3.2921810699588462e-06,-1.433691756272402e-06,6.22723
2008-10-13,4.5,7.38,-9.848484848484848e-06,9.920634920634948e-07,6.22143
2008-10-14,4.0,4.16,-1.3611111111111111e-05,2.7777777777777805e-06,6.16733
2008-10-15,3.25,3.1,-6.254901960784314e-05,1.722222222222223e-05,6.30832
2008-10-16,2.94,4.64,-2.4816694867456287e-05,9.293300653594767e-06,6.55272
2008-10-17,2.75,4.04,-2.7925925925925923e-05,1.1005291005291005e-05,6.50592
2008-10-18,2.15,6.15,-3.791887125220459e-05,1.7992424242424234e-05,6.50592
2008-10-19,3.5,5.23,-1.820987654320988e-05,1.25e-05,6.50592
2008-10-20,2.92,3.81,-2.4872448979591835e-05,1.0530840318074362e-05,6.53056
2008-10-21,2.5,3.67,-3.031746031746032e-05,2.1666666666666667e-05,6.59525
2008-10-22,0.75,4.22,-0.0002642857142857,7.444444444444444e-05,6.97692
2008-10-23,1.0,5.01,-7.38888888888889e-05,3.814814814814815e-05,7.28512
2008-10-24,1.5,4.05,-5.344444444444444e-05,3.805555555555556e-05,6.96279
2008-10-25,1.75,5.11,-4.616161616161617e-05,2.407407407407408e-05,6.96279
2008-10-26,1.9,3.5,-4.2337164750957856e-05,2.623456790123457e-05,6.96279
2008-10-27,1.9,3.83,-4.1187739463601534e-05,2.5462962962962965e-05,6.99586
2008-10-28,1.5,3.74,-5.288888888888889e-05,3.7592592592592586e-05,6.92948
2008-10-29,2.1,4.03,-0.0001118279569892,9.228855721393036e-05,6.72828
2008-10-30,0.65,4.32,-9.478114478114478e-05,4.003831417624521e-05,6.58088
2008-10-31,0.8,3.47,-8.425925925925925e-05,5.772946859903383e-05,6.64261
2008-11-01,1.75,2.94,-4.5959595959595954e-05,2.481481481481481e-05,6.64261
2008-11-02,1.75,4.73,-4.5959595959595954e-05,2.481481481481481e-05,6.64261
2008-11-03,0.75,3.26,-8.730158730158731e-05,5.987654320987654e-05,6.61978
2008-11-04,0.47,3.64,-0.0001103552532123,7.29875283446712e-05,6.76955
2008-11-05,0.74,3.47,-0.0002638888888888,0.0002118927973199,6.6606
2008-11-06,-0.9,4.16,-0.002,0.0001694444444444,6.82374
2008-11-07,-0.82,3.99,-0.0010833333333333,6.944444444444444e-05,6.87892
2008-11-08,1.0,4.78,-7.305555555555555e-05,5.938271604938271e-05,6.87892
2008-11-09,1.0,4.73,-7.305555555555555e-05,5.938271604938271e-05,6.87892
2008-11-10,0.25,4.63,-0.0001335555555555,8.428571428571427e-05,6.78503
2008-11-11,0.42,3.89,-0.0001160015649452,5.395518975765891e-05,6.79238
2008-11-12,0.37,3.8,-0.0003552311435523,0.0001666666666666,6.97281
2008-11-13,0.7,3.75,-9.15032679738562e-05,7.083333333333332e-05,7.12674
2008-11-14,-0.9,4.12,-0.0020027777777777,0.0001697222222222,6.89221
2008-11-15,0.7,2.98,-8.986928104575163e-05,6.944444444444444e-05,6.89221
2008-11-16,0.6,2.98,-9.722222222222224e-05,6.394129979035639e-05,6.89221
2008-11-17,0.5,4.6,-0.0001064814814814,2.777777777777778e-05,6.97821
2008-11-18,0.9,3.44,-7.602339181286549e-05,5.703048180924288e-05,7.00895
2008-11-19,0.77,3.67,-0.0002721280602636,0.000196400625978,7.06638
2008-11-20,0.4,4.02,-0.0001142857142857,5.628019323671498e-05,7.0672
2008-11-21,0.8,3.61,-8.348765432098766e-05,6.494708994708994e-05,7.19784
2008-11-22,0.75,3.32,-8.650793650793652e-05,6.944444444444444e-05,7.19784
2008-11-23,0.75,3.32,-8.650793650793652e-05,6.944444444444444e-05,7.19784
2008-11-24,0.85,3.29,-7.732732732732733e-05,3.315412186379928e-05,7.06465
2008-11-25,1.07,3.4,-6.74986580783682e-05,5.4837164750957855e-05,6.96655
2008-11-26,1.0,3.31,-0.0001999999999999,0.0001333333333333,6.94644
2008-11-27,1.1,3.53,-6.468253968253968e-05,4.476495726495727e-05,6.95144
2008-11-28,1.0,3.53,-7.166666666666667e-05,4.955555555555555e-05,6.92335
2008-11-29,0.75,3.52,-8.38095238095238e-05,6.708333333333333e-05,6.92335
2008-11-30,0.75,4.6,-8.38095238095238e-05,6.708333333333333e-05,6.92335
2008-12-01,0.9,4.68,-7.514619883040936e-05,5.858585858585858e-05,6.95692
2008-12-02,1.15,4.68,-6.136950904392766e-05,3.86904761904762e-05,7.08889
2008-12-03,1.1,4.23,-0.0001948412698412,0.0001634057971014,7.07312
2008-12-04,0.6,3.63,-9.39236111111111e-05,6.230158730158728e-05,7.10427
2008-12-05,0.6,4.68,-9.39236111111111e-05,6.230158730158728e-05,7.14561
2008-12-06,0.75,4.4,-8.333333333333333e-05,6.666666666666666e-05,7.14561
2008-12-07,0.75,4.78,-8.333333333333333e-05,6.666666666666666e-05,7.14561
2008-12-08,-0.85,4.68,-0.0012592592592592,6.597222222222222e-05,7.20305
2008-12-09,0.4,4.48,-0.0001099206349206,7.623456790123457e-05,7.06503
2008-12-10,0.17,3.8,-0.0004074074074074,0.0002389210019267,7.0563
2008-12-11,0.1,4.13,-0.0001467171717171,3.234767025089606e-05,7.02756
2008-12-12,0.2,3.86,-0.0001324074074074,7.592592592592591e-05,6.86355
2008-12-13,0.25,3.38,-0.0001262222222222,6.569444444444445e-05,6.86355
2008-12-14,0.25,3.83,-0.0001262222222222,6.569444444444445e-05,6.86355
2008-12-15,0.2,3.73,-0.0001319444444444,8.854166666666666e-05,6.84361
2008-12-16,0.1,2.38,-0.0001467171717171,9.648148148148148e-05,6.87097
2008-12-17,0.1,2.96,-0.0004204545454545,0.0003645833333333,6.76465
2008-12-18,0.2,2.93,-0.00013125,8.819444444444444e-05,6.58147
2008-12-19,0.1,2.45,-0.0001444444444444,9.48148148148148e-05,6.8592
2008-12-20,0.25,2.29,-0.0001244444444444,6.458333333333334e-05,6.8592
2008-12-21,0.25,2.9,-0.0001244444444444,6.458333333333334e-05,6.8592
2008-12-22,0.05,3.03,-0.0001526455026455,3.25136612021858e-05,6.98896
2008-12-23,0.5,3.15,-9.907407407407408e-05,6.458333333333334e-05,7.04822
2008-12-24,0.35,2.43,-0.0002938271604938,8.649425287356322e-05,7.09655
2008-12-25,0.1,2.44,-0.0001313131313131,0.0001025641025641,7.09655
2008-12-26,0.1,2.33,-0.0001313131313131,0.0001025641025641,7.11781
2008-12-27,0.25,3.1,-0.0001122222222222,5.694444444444444e-05,7.11781
2008-12-28,0.25,3.1,-0.0001122222222222,5.694444444444444e-05,7.11781
2008-12-29,0.25,3.03,-0.0001122222222222,6.904761904761904e-05,7.0038
2008-12-30,0.5,2.98,-9.14814814814815e-05,6.359649122807018e-05,7.045
2008-12-31,0.03,2.19,-0.0004344660194174,8.71837183718372e-05,7.045
2009-01-01,0.25,2.2,-0.0001144444444444,5.833333333333333e-05,7.045
2009-01-02,0.3,2.2,-0.000109188034188,8.003472222222221e-05,7.00206
2009-01-03,0.43,2.79,-9.654234654234656e-05,7.788002726653035e-05,7.00206
2009-01-04,0.25,2.95,-0.0001144444444444,5.833333333333333e-05,7.00206
2009-01-05,0.05,3.08,-0.0001417989417989,0.0001,6.88222
2009-01-06,0.2,2.25,-0.0001261574074074,9.424603174603177e-05,6.96761
2009-01-07,0.2,2.29,-0.0003506944444444,0.0002527777777777,6.97598
2009-01-08,0.1,2.15,-0.0001376262626262,0.0001014957264957,6.93095
2009-01-09,0.2,1.99,-0.0001159722222222,8.351851851851852e-05,7.01125
2009-01-10,0.05,2.24,-0.0001441798941798,0.0001055555555555,7.01125
2009-01-11,0.25,2.8,-0.0001166666666666,5.555555555555556e-05,7.01125
2009-01-12,0.05,2.23,-0.0001362433862433,9.588477366255144e-05,7.0104
2009-01-13,0.1,2.29,-0.0001297979797979,9.206349206349207e-05,7.0396
2009-01-14,0.05,2.26,-0.0004095238095238,0.0002876543209876,7.10095
2009-01-15,0.1,2.25,-0.0001290404040404,9.146825396825396e-05,7.19345
2009-01-16,0.15,2.27,-0.0001217391304347,8.697318007662837e-05,7.0775
2009-01-17,0.1,2.32,-0.0001292929292929,9.166666666666668e-05,7.0775
2009-01-18,0.1,2.32,-0.0001292929292929,8.370370370370369e-05,7.0775
2009-01-19,0.02,2.35,-0.0001394335511982,2.68579838116262e-05,6.86662
2009-01-20,0.1,2.68,-0.0001315656565656,0.0001136574074074,7.05245
2009-01-21,0.1,2.33,-0.0003901515151515,0.0002767857142857,7.0489
2009-01-22,0.2,2.61,-0.0001145833333333,8.240740740740741e-05,6.89204
2009-01-23,0.25,2.67,-0.0001066666666666,8.82936507936508e-05,6.97376
2009-01-24,0.1,2.61,-0.0001275252525252,8.240740740740741e-05,6.97376
2009-01-25,0.1,2.9,-0.0001275252525252,8.240740740740741e-05,6.97376
2009-01-26,0.1,2.83,-0.0001257575757575,8.11111111111111e-05,6.93786
2009-01-27,0.1,2.58,-0.0001212121212121,7.777777777777778e-05,6.71699
2009-01-28,0.15,2.53,-0.0003123188405797,0.0001671428571428,6.68998
2009-01-29,0.23,2.53,-9.552845528455284e-05,5.684007707129094e-05,6.76018
2009-01-30,0.2,2.4,-9.53703703703704e-05,5.588235294117647e-05,6.91801
2009-01-31,0.18,2.21,-9.463276836158196e-05,6.012658227848101e-05,6.91801
2009-02-01,0.18,2.8,-9.463276836158196e-05,6.012658227848101e-05,6.91801
2009-02-02,0.3,2.21,-8.824786324786322e-05,6.302083333333335e-05,6.93962
2009-02-03,0.3,1.94,-8.632478632478631e-05,6.145833333333333e-05,7.0044
2009-02-04,0.3,2.02,-0.0002596153846153,0.0002027777777777,6.89804
2009-02-05,0.3,2.07,-8.547008547008546e-05,6.076388888888888e-05,6.89515
2009-02-06,0.3,2.62,-8.675213675213675e-05,5.412698412698413e-05,6.8431
2009-02-07,0.18,2.4,-9.934086629001884e-05,6.364275668073136e-05,6.8431
2009-02-08,0.18,2.4,-9.934086629001884e-05,6.364275668073136e-05,6.8431
2009-02-09,0.2,2.06,-9.490740740740744e-05,8.183760683760684e-05,6.7311
2009-02-10,0.3,2.02,-8.653846153846152e-05,6.163194444444444e-05,6.75572
2009-02-11,0.35,1.93,-0.0002462962962962,0.0001767676767676,6.75912
2009-02-12,0.22,1.77,-9.517304189435336e-05,8.164983164983165e-05,6.7634
2009-02-13,0.35,1.92,-8.230452674897119e-05,5.90909090909091e-05,6.80957
2009-02-14,0.3,2.4,-8.58974358974359e-05,6.703703703703704e-05,6.80957
2009-02-15,0.18,2.4,-9.745762711864408e-05,6.223628691983122e-05,6.80957
2009-02-16,0.3,2.33,-8.675213675213675e-05,6.180555555555556e-05,6.86246
2009-02-17,0.3,2.15,-8.547008547008546e-05,6.09375e-05,6.9539
2009-02-18,0.3,1.97,-0.0002589743589743,0.0001843749999999,7.02591
2009-02-19,0.4,1.93,-7.797619047619048e-05,6.415770609318996e-05,6.9985
2009-02-20,0.35,2.0,-8.251028806584362e-05,6.777777777777777e-05,6.92862
2009-02-21,0.25,2.38,-9e-05,7.716049382716048e-05,6.92862
2009-02-22,0.2,2.45,-9.490740740740744e-05,6.076388888888888e-05,6.92862
2009-02-23,0.2,2.35,-9.25925925925926e-05,7.142857142857143e-05,6.7552
2009-02-24,0.2,2.32,-8.518518518518517e-05,7.22222222222222e-05,6.84606
2009-02-25,0.2,2.34,-0.0002708333333333,0.0001904761904761,6.86648
2009-02-26,0.3,1.89,-7.264957264957265e-05,5.034722222222222e-05,6.86735
2009-02-27,0.2,1.87,-9.25925925925926e-05,7.692307692307691e-05,6.91003
2009-02-28,0.2,2.4,-8.564814814814817e-05,7.264957264957265e-05,6.91003
2009-03-01,0.2,1.84,-8.564814814814817e-05,5.381944444444445e-05,6.91003
2009-03-02,0.2,2.36,-8.564814814814817e-05,5.399305555555555e-05,7.09663
2009-03-03,0.35,1.53,-7.407407407407407e-05,5.7347670250896056e-05,7.17847
2009-03-04,0.3,1.6,-0.0002301282051282,0.0001772222222222,7.24049
2009-03-05,0.25,1.71,-7.444444444444443e-05,5.1075268817204304e-05,7.02975
2009-03-06,0.35,1.73,-7.098765432098764e-05,5.483870967741934e-05,7.12205
2009-03-07,0.3,2.3,-6.41025641025641e-05,5.658436213991769e-05,7.12205
2009-03-08,0.2,2.3,-7.175925925925927e-05,4.340277777777776e-05,7.12205
2009-03-09,0.35,2.28,-7.22222222222222e-05,5.573476702508961e-05,7.03115
2009-03-10,0.25,2.08,-7.644444444444444e-05,6.46090534979424e-05,7.10536
2009-03-11,0.3,1.96,-0.0002179487179487,0.0001510416666666,6.98392
2009-03-12,0.2,1.86,-8.055555555555556e-05,5.000000000000001e-05,6.89759
2009-03-13,0.35,1.87,-6.913580246913579e-05,5.574074074074073e-05,6.83542
2009-03-14,0.2,2.35,-8.217592592592592e-05,5.1215277777777766e-05,6.83542
2009-03-15,0.2,2.35,-8.217592592592592e-05,5.1215277777777766e-05,6.83542
2009-03-16,0.3,2.33,-7.264957264957265e-05,5.555555555555556e-05,6.83684
2009-03-17,0.35,1.87,-6.790123456790125e-05,4.713804713804714e-05,6.82185
2009-03-18,0.27,1.82,-0.0002224409448818,0.0001154188948306,6.74509
2009-03-19,0.25,1.97,-7.622222222222221e-05,3.94894894894895e-05,6.51425
